统计过程控制(SPC)	1
功率控制	1
传感器	9
无线自组织网络	1
低信噪比	2
前置放大	1
成膜	1
钻井液	1
反重力性能	1
法布里- 珀罗干涉	1
功率集成	1
二硫化钼	1
瞬态调整	1
频域超分辨	1
自适应时间窗	1
S参数	3
星载SAR	1
集群	1
本振	1
冗余设计	3
自由活塞	1
Viterbi算法	1
限幅放大	1
偏最小二乘法(PLS)	1
耐磨性	1
干扰效果评估	1
W波段	3
差值运算	1
无采样/保持前端电路	1
加速寿命	1
逆压电效应(IPPE)	1
相控阵	2
压电贾卡	2
光栅型光谱仪	1
GPS软件接收机	1
生成多项式	1
关联分析	2
应力分布	1
插管式结构	1
高可用	1
直方图均衡	1
核主泵	1
超高频射频识别	1
物理气相传输法	2
维护策略	1
抑制	1
长脉冲	1
网络化效能	1
色谱分离	1
鉴相器	1
单历元	1
外腔面发射激光器	1
驻波	1
数字频率合成	1
战场机器人网络	1
U型	1
大气吸收窗	1
流体流动	1
混合式步进电机	1
集成电路测试	1
并行组合扩频	1
极化角度	1
反射	1
分块核方法	1
短时傅立叶变换	1
归零	1
铝合金封装	1
动力学分析	1
Ku/Ka双频段	1
阿列尼斯方程	1
氢镍蓄电池	1
蒸发冷却	1
半球谐振子	1
级间匹配	1
苯并环丁烯	1
Plateaued函数	1
虚拟化	2
X射线光电子能谱(XPS)	1
脱系	1
模态分析	2
倒装芯片键合头	1
超结	1
伺服系统	3
可靠性预计	1
模型检测	1
改性	1
抛光	1
闪存寿命	1
光纤传声器	1
遥测系统	1
转动惯量	1
海量信息	1
初始对准	1
斜坡性零偏	1
相移	1
压电陶瓷	5
并行超松弛迭代法	1
非周期排布阵	1
实装板	1
Delta?Sigma调制	1
~+偏振模色散	1
量子安全直接通信	1
总剂量辐射	1
S参数测量系统	1
VOF模型	1
钙钛矿锰氧化物	1
光传输设备	3
直扩信号检测	1
导通延时	1
高密度	1
安全性能	1
高储能密度	1
核Fisher非线性鉴别分析	1
参数识别	2
直流电源	1
协议	1
组合导航系统	1
对数变换	1
芯片级封装	1
幅度和相位关联性	1
增强的四分量极化分解	1
跨层优化	1
维护	2
小目标	1
斯特林制冷机	4
Na 助溶剂法	1
热光系数	1
锁相介质振荡器(PDRO)	1
实体建模	1
1dB压缩点	1
大斜视	1
毫微微蜂窝基站	1
网络可生存性	1
模糊粗糙集	1
轮廓模式	1
数模控制	1
带宽	7
无氰	1
调制技术	1
混合传输	1
异质包裹物	1
喷液电镀	1
晶体谐振器	1
飞机交流电源系统	1
多径传输	1
中心波长	2
滤波响应	1
发光二极管	2
粒子群优化算法	2
系统工程方法论	1
高发光均匀性	1
化合物半导体	1
屏蔽机制	1
跨网测试	1
溶液掺杂	1
三轴	1
气氛	1
差分进化算法	1
可穿戴天线	1
增益损失	1
阵列	1
光电子学	2
机器学习	1
相控阵导引头	1
连续镀镍碳纤维	1
微放电	1
直流(DC)特性	1
集成电路制造	1
混合路由	1
枕型	1
吸波材料	1
武器系统	1
低噪声	4
负反馈	3
选针片	2
CCD多视影像	1
多晶合成	1
工作电压	1
能量估计	1
整周模糊度	2
二次电离	1
发展	3
低剖面	1
靶场安全	2
倒装互连结构	1
飞行轨迹	1
线性约束最小方差(LCMV)	1
开关电容	1
循环存取	1
开关频率	4
闪存	1
内容寻址存储器	1
非均匀分布式功率放大器(NDPA)	1
共烧结	1
谐波	1
可编程自动化控制器	1
路径压缩	1
在片功率测量	1
移动云存储	1
评估模型	2
频谱分析仪	1
开销交叉	1
先进性设计系统(ADS)	1
成像评估系统	1
写可靠性	1
抖动	3
反熔丝	3
压电薄膜	2
热阻	2
THz吸收光谱	1
态势感知	1
现场可编程门阵列	11
高低温循环筛选试验	1
各向异性刻蚀	1
内插	1
盲信道估计	1
3D刀具半径补偿	1
主动数据库	1
AlN薄膜	2
红外与可见光图像融合	1
精确标校	1
平流层飞艇	1
柔性材料	1
Nakagami-m信道	1
微波	3
非线性光学	2
木马检测	1
非下采样Contourlet变换	1
大冷量	1
陀螺带宽	1
流延成型	2
机电系统	1
一类W态	1
F-离子处理技术	1
有线和无线	1
组合服务	1
耦合因子	1
红外材料	1
通信	1
有限反馈	3
磁感效应	1
声光调制	3
结构	3
光电信号处理	1
零偏稳定性	1
方位空变	1
坐标转换	1
图像特征融合	1
运行特性	1
任务管理	1
线性化	1
均值漂移	1
风扇	1
ADS仿真	3
军事应用	1
绝缘层上硅(SOI)	1
谐振器	7
占空比稳定电路	1
微控制器(MCU)	1
发射天线	1
光滑环	1
气泡	1
噪声温度	2
粗略标校	1
小波分析	1
接入控制	2
LiNbO_3波导强度调制器	1
倍频功率	1
不确定度	1
谱峰归属	1
超精密加工	1
雷达辐射源	1
抗误码	1
混合遗传算法	1
路由自愈	1
2544测试	1
氧化铝	1
增益带宽	1
在线仿真	1
金属互连	1
中频数字接收机	1
电容-电压	1
痕迹保留	1
光纤环应力分布	1
多媒体解码	1
热插拔	1
主动队列管理	1
相干序列检测	1
正则化	2
导弹发射车	1
动态范围	2
天线阵	1
序列优选	1
控制	1
马尔可夫模型	1
网络组合	1
曲线拟合	2
网络中心化仿真	2
偏振耦合	1
试验数据管理系统	1
雪崩	1
模式匹配	2
机载雷达	1
电流增益	2
非接触迁移率测试	1
低干度	1
相频特性	1
负微分电阻(NDR)	1
广播传输	1
Solidworks三维软件	1
传递对准	1
隧道结	1
固体润滑	1
自动文本分类	1
天线技术	1
载荷	1
模拟接收机	1
长期储存寿命	1
制冷型红外系统	1
透明传输	1
自愈模拟电路	1
非球面透镜	1
反射特性	1
颜色传递	1
单边带(SSB)调制器	1
线张力	1
扫描光栅	1
直接数字频率合成器	2
技术:其他诸多方面	1
桁条装配工序	1
窄发散角	1
光纤延迟线	1
1-3-2型压电复合材料	1
机动式	1
信号处理	4
通用性	1
弧形压电陶瓷	1
小样本问题	1
同步串行通信	1
低压化学气相淀积	1
衬底	3
绝缘体上硅工艺	1
光学测量	1
去夹具测试	1
监视会议	1
平均频谱	1
分层次超前进位加法	1
逐次逼近型模数转换器	1
TGG)晶体	1
电导性器件	1
Trie树	1
随机故障	1
温度测量	4
径向速度无模糊估计	1
常关GaN功率开关器件	1
高阻计	1
业务量	1
模糊FMECA	1
外调制器	2
Monte Carlo仿真方法	1
自屏蔽	1
印刷电路板	1
大规模仿真	1
热耗散能力	1
容错设计	1
抑制比	1
北斗实测数据	1
补偿频响	1
粒度分布模型	1
分段式结构	1
合成距离像	1
大功率超声	1
CFD仿真	1
波长扫描	1
互耦	1
动态补偿	2
常开GaN功率开关器件	1
绘图指令扩展	1
串行干扰抵消	1
热场	1
器件模型	1
双频天线	1
静默探测	1
复合材料	5
晶体管(PHEMT)	2
ONO型反熔丝	1
合成效率	1
激磁电感	1
相干传输	1
里程计	1
IP核	1
恶意模型	1
混合集成	2
金属网栅	1
爬山算法	1
R-2R电阻网络	1
比表面积	1
水下通信	1
数字驱动	1
变压器驱动	1
介质埋栅	1
伪距	1
电磁性能	1
谐振开关电容变换器	1
脱靶量	1
高次谐波声体波谐振器	1
终点检测(EPD)	1
下一代空管自动化系统	1
扩频码估计	1
共模噪声	1
电力	2
多天线	1
表征	3
谐振子	1
大信号模型	1
全光网络	1
动态调度	1
算法	2
条纹投影	1
适配器	1
高速串行接口	1
集成	1
定向耦合器	1
C单元	1
物联网	2
组合式结构	1
水平集图像分割	1
淀积	1
光时域反射仪	1
兵器科学与技术	1
并口	1
动态干扰模拟	1
跳频序列	1
波长可调	1
Q 值	1
方位空变误差	1
微加速度计	2
矢量重复性	1
固态功率放大器	2
共轭复数	1
1553B总线控制器	2
导电压敏胶	1
激光测距机	2
雷达组网	1
软件可靠性	1
非线性补偿	1
功率放大器	17
MMIC电路	1
楔块逆止器	1
智能传感器	1
加速寿命试验	2
长度测量	1
通信网络	1
光电子器件	1
多输入多输出	5
声体波器件	1
微流控芯片	1
线性调制光释光	1
无人飞行器	1
三维温度场	1
信度评估	1
短波地空网	1
平台稳定	1
软件架构	1
知识产权核	1
立靶密集度	1
存储器控制接口	1
属性操作接口	1
平面稀疏阵列	1
热力学	1
形式化证明	1
高层体系结构	1
声表面波器件	1
三维标注	3
电子装备	1
移相器	1
染色算法	1
汞离子	1
并联机构	4
微尺度功率变换	1
多核DSP	1
高可靠	1
激光封焊	1
四脊喇叭	2
单光子	1
逆变	1
镀金	1
单片式微波集成电路	1
盾构法	2
键合	2
故障检测	1
四位置	2
综合参数测试	1
碳化硅籽晶	2
内部噪声测量	1
温度补偿	3
中红外	1
纹理一致性	1
波形设计	1
缺陷预测	1
传染路由	1
栅极驱动电路	1
钽电容	1
到达时差定位	1
反射面天线	2
电流源	1
Lange 耦合器	1
波分复用	1
转矩密度	1
弱光探测	1
误差模型	1
结构特性	1
路由协议	1
双工器	1
片上网络	1
数字移相器	1
宽频段	1
自动测试系统	2
换热效率	1
低温光学	1
车道模型	1
金属网格传感器	1
能量检测	1
差模噪声	1
归一化本底噪声	1
LabView仿真	1
光参量振荡器	1
无人机-传感器	1
故障诊断系统	1
车辆调度	1
令牌漏桶	1
无源	1
共模抑制比	1
功率分割	1
微波单片集成电路(MMIC)	9
风力发电系统	1
Harris算法	1
击穿电压	7
Levy辨识算法	1
4通道2 x 2光开关	1
消防报警系统	1
大应变传感器	1
位姿调整	1
Petri网	1
接口	1
协作MIMO	1
无标度	1
高值电阻器	1
周跳检测	1
微波复合介质基板	1
动态阻抗	1
背栅效应	1
径向打孔结构	1
自动重传请求	1
级联泵浦耦合器	1
倾角传感器	1
蒙特卡罗	1
石英微机械陀螺	1
子阵	1
运算放大器	3
PCIe总线	1
互阻抗	1
压力波传输速率	1
分层译码	1
纳秒脉冲	1
表面金属化	1
迭代分组判决反馈均衡	1
防火墙	1
氨水	1
信道响应	1
波长可调谐	1
电流阻挡层	1
GaA s场效应晶体管(FET)	1
同/异步串口	1
偏振保持光纤	1
定位精度	1
富铟夹杂	1
宽带合成源	1
激活时间	2
力传感器	1
监视系统	1
公共数据模型	1
光流	1
数据分块	1
负阻提升	1
菲涅尔区	1
并查集	1
无源光网络	1
2:4译码器	1
翻新	1
吞吐量	1
大规模	1
p型	1
地铁网络	1
交叉极化	2
透波材料	1
侧面注入	1
低通滤波器	1
蒙皮	1
捷联惯性系统	1
软件设计	1
数据传输协议	1
异构网络	2
半导体测试仪器	1
发黑	1
评价标准	1
读写分离	1
饱和放大	1
闭环制导模拟	1
宽带侦测	1
发展模式	1
状态机	3
飞艇	2
平衡式结构	1
气隙磁场	1
匹配	2
延迟线	6
灰色关联分析	1
点缺陷	1
大型相控阵雷达	1
容差分析	1
官学研产体制	1
坐标旋转数字计算	1
功率捷变	1
离散信道	1
组合权重	1
输出功率1dB压缩点	1
对数检波器	1
光纤光栅	3
环氧树脂	2
台阶高度标准样块	1
动态切换	1
遗传算法	8
GaAs 赝高电子迁移率晶体管(PHEMT)	1
温度敏感性	1
超大规模集成电路	2
电路功耗	1
预测	1
时敏目标	1
分层测试	1
高精度定位	1
吸收气室	1
微波加热	2
宽零点约束	1
高效	3
高速数字系统	1
X波段	3
测试系统	3
调制转移光谱技术	1
信道通信	1
芯片	2
四胞	1
表面清洗	1
冷启动	1
信息处理器	1
多目标检测与跟踪	1
特征值分解	1
差错控制	1
热壁	1
高动态	4
光参变振荡	1
决策支持系统	1
运行控制	1
公共对象请求代理体系结构	1
器件	1
并行IP over CCSDS	1
平面波方法	1
功率分配	1
声体波	2
水声换能器	2
艺术图案生成	1
光纤耦合声光器件	1
汉明重量	1
衍射效率	5
CORDIC算法	3
震动信号	1
亲水性	1
动力学	2
应急通信监测系统	1
分布式光纤测温	1
频率调制(FM)	1
翻转阈值	1
多功能文物保护移动实验平台	1
Copula熵	1
自对准	1
导航	1
预期剩余能量	1
失配误差	1
运动目标检测	2
均匀化热处理	2
统计分析	1
误比特率公式	1
精度误差	1
实时操作系统	1
空域活动性	1
阈值迭代算法	1
4G移动通信	1
泊松噪声	1
六边形管型	1
性能	2
超分辨率重建	1
波导激光器	1
离子线	1
加工工艺	1
特征融合	1
脉冲压缩雷达	1
高斯	1
信息流模体	1
误码率	1
干涉光路	1
激光功率稳定	1
地雷	1
基底	1
悬臂梁	1
力学性能	1
多参数	1
介质衬底	1
Nash均衡	1
数字自动增益控制	1
广义Chebyshev滤波器	1
体积变化	1
功率稳定性	1
标准光纤	1
3 mm 波段	1
局部氧化隔离	1
中频放大器	1
Q格式小数	1
五换能器	1
顺序查找算法	1
基座	1
化学蚀刻	1
回旋振荡管	1
测试仪	1
频率响应	2
结合能	1
分层聚类	2
瞬态温度	1
单陷阱单复合中心模型	1
本征模式	1
数字调制识别	1
双口RAM	1
压控晶体振荡器(VCXO)	1
数据总线	1
空间散射模型	1
RF偏置	1
金纳米颗粒	1
层次SVM	1
斜率效率	1
VHF/UHF通信	1
潜电路	1
超快激光技术	1
NH_3和HCl流量比	1
过零畸变	1
分层令牌桶	1
半导体产业规划	1
宽带功率放大器	1
磷化铟单晶衬底	1
铌酸锂	1
介电常数	3
可变增益	1
金相组织	1
振荡	1
未知帧	1
GaAs PHEMT开关建模	1
非盲去卷积	1
跟踪导引角误差	1
单粒子瞬态效应	1
地理参数	1
引压管	1
金属化	1
高速自动机	1
二阶锥规划	1
总剂量效应	1
抗干扰性能	1
光互联	2
ADS软件	1
全光纤结构	1
三阶相关	1
直接频率合成	1
边缘效应	1
电磁兼容(EMC)	1
拓扑区隔度	1
肖特基势垒二极管	1
谐振磁复位	1
低温制冷机	1
声表面波滤波器	9
侧门防撞梁	1
层次分析法	1
阈值电压	1
光传输	3
大接收动态范围	1
修复工程	1
位错密度	1
捷联惯导	1
跳频通信	1
全极化SAR图像	1
实时波长校准	1
AlN 压电薄膜	1
链路状态检测	1
多频时分多址	1
测控技术	1
三维流体场	1
光计算	1
高低温性能试验	1
作战效能	1
检测模块	1
柔性电子	2
正余弦函数	1
PetaLinux 环境	1
流明维持寿命	1
双向抽运	1
电磁发射	1
换能器	3
FFT成像算法	1
Gold序列	2
姿态动力学模型	1
侵彻	1
杂散	1
相位比例尺递推	1
Web服务	1
频率源	3
特种飞机	1
概率假设密度滤波	1
力电耦合效应	1
磁控反应溅射	1
速度误差	1
光抽运	1
空间站	1
单刀双掷开关	1
无线Mesh	1
场效应晶体管	2
调制	1
相位一致性	1
推- 推	1
反射电极	1
射频特性	1
小信号等效电路模型	1
加热灯	1
辐射防护	1
基质刻蚀	1
应力	4
寻北仪	3
系统评估	1
相位编码	1
正交匹配追踪	1
理论制造成本"约束	1
多段线性分段	1
平衡功率放大器	1
平方公里阵	1
高超声速飞行器	2
超导接收前端	2
X射线双晶衍射	1
缓存标签	1
波达方向角估计	1
定位测姿	1
多重独立安全等级	1
电镀	1
半导体集成电路	1
插值	1
无人值守	1
无线光通信	1
自举驱动	1
电流馈电	1
协作通信	1
化学传感器	1
目标截获概率	1
正交试验	1
频率微调	1
二叉树修剪	1
多参数优化	1
分布式系统	2
电力电子学	1
光通量	1
混合集成电路	2
耦合探针	1
透过率	3
水汽	1
缓冲层	1
线性功率放大器	1
熔体温度	1
角捕获与跟踪	1
交互作用	1
环路热管	1
动态工艺模型	1
显卡透传	1
时变数据集	1
油膜厚度	1
并行多接入	1
试验设计	1
共用口径	2
低增益波动	1
金属氧化物半导体场效应晶体管	1
激光雷达	2
同帧画幅	1
达芬奇数字媒体处理器	1
干土	1
自触发保护结构	1
博物馆环境	1
数字控制	2
服务质量向量	1
威胁	2
三防工艺设计	1
多频点一致	1
陀螺仪	1
传热特性	1
~(60)Cogamma辐照	1
地面测试平台	1
子串核	1
弹性反变形工装	1
无刷直流电机	1
规整化	1
优化	5
定位	1
监控	2
焊盘	2
扩展	1
颗粒致密度	1
仿真环境	2
矩阵重构	2
测试用例	1
转移阻抗	1
触发器	2
测试夹具	1
抗辐射加固	1
铝互连	1
锗硅异质结双极晶体管(HBT)	1
带宽(3dB)	1
通道估计误差	1
功率集成电路	1
通信浮标	1
控制总线	1
四面体非晶碳	1
衰落信道	1
Mg-4Zn-1Mn镁合金	1
类关联	1
多协议融合	1
随机振动	4
图像理解	1
聚丙烯酸酯	1
空间频率响应	1
流体性质识别	1
异质结双极晶体管(HBT)	2
氧化硼	1
强制对流	1
光学混频	2
敏感器	1
费米能级	1
阵列波导光栅	1
热虹吸	1
1553B总线	2
光电编码器	2
Sagnac 干涉仪	1
协同训练	1
维修策略	1
"龙芯"	1
监测节点	1
移动自组网	1
有限元仿真	1
时序控制	1
主成分分析	2
相位均衡	1
归属	1
氧化层错	1
数字信道化	1
存储系统	1
晶体生长	4
埋氧层	1
化学气相沉积	1
光通信	4
双通道望远系统	1
总线控制器	1
授时精度	1
金属氧化物场效应管	1
氧化碲	1
OPNET建模	1
电离辐射剂量率	1
最小频移键控/高斯最小频移键控(MSK/GMSK)	1
战场态势	1
混沌频率调制	1
P波段	4
双向放大器	1
声光偏转器	3
校正	1
电平转换	1
脉冲模式	1
声波质量传感器	1
链路切换	1
Femtocell网络	1
类1-3-2型复合材料	1
磨损	1
光接口检测仪	1
增强/耗尽型(E/D)	1
实时程序跟踪	1
三维重建	1
嵌入式门禁系统	1
微波技术	2
传输晶体管	1
ARM处理器	1
机构	1
一体化设计	1
循环伏安法	1
太空植物栽培	1
变分公式	1
线性矩阵不等式	1
循环冗余校验	1
压控振荡器	5
零陷加深	1
动态压力	1
有限元法	2
语义分析	1
Load先行	1
矢量信号	1
同步精度	1
正交空时分组编码	1
组合公钥	1
吸收式	2
输出振荡	1
去离子水	1
数学建模	1
合成孔径雷达天线	1
噪声水平	1
交错并联	1
宽带成像	1
相对介电常数	1
相干信号	1
基本原理	1
快速运动目标	1
正电控制	2
场效应晶体管(FET)	2
随机早期检验算法	1
量子密码	2
原子灰	1
间断Petrov-Galerkin	1
函数系数自回归（FAR）模型	1
Atlas瞬态仿真	1
发展趋势	4
锁频环	1
多功能传感器	1
耦合谐振滤波器	2
快速节流制冷器	1
缺陷统计	1
DC/DC变换器	7
时域频谱相位编码	1
C~4 ISR 系统	1
电子学	1
进展	4
符号间干扰	1
表面改性	1
应变	1
运动间断边界算法	1
格式转换	1
外设控制处理器	1
编码电路	1
云桌面	1
紫外通信	1
输出驱动	1
团目标数据关联	1
三线性分解	1
多方向流形拼接	1
抗毁性分析	1
煤油	1
身份认证	1
正压控制	1
MIMO 阵列	1
物流配送	1
空气同轴线	1
微重力	1
测试	3
公差分配	1
卷积盲分离	1
体系结构框架	1
敏感面积	1
LR谐振施密特触发器电路	1
LDPC编码	1
分段驱动	1
直接地址映射	1
在轨标校	1
数值模型	1
耦合矩阵	1
高并发访问	1
小型化设计	1
液滴检测	1
核磁共振	1
协议转换	2
仿真	16
场耦合	1
陶瓷电容	1
高压驱动器	1
有限体积法	2
自动校准	2
三角定位	1
薄膜扩散	1
一维Mason模型	1
红外系统	2
alpha-Al_2O_3:C晶体	1
热稳定性	1
高级AES	1
高频切换	1
长寿命	2
调频稳定度	1
瞬态响应	1
背面通孔刻蚀	1
数据通信	1
漩涡缺陷	1
接地	1
远程终端	1
现场可编程门阵列(FPGA)	2
金属功函数	1
帧同步	1
纵横向刻蚀选择比	1
SpaceWire总线	1
化学镀镍	1
连续自适应均值移动跟踪算法	1
高导热性	1
二值分类器	1
双向凝胶电泳	1
C 波段	1
部分可重构	1
死区时间	1
复合膜结构	1
码分多址(CDMA)	1
内匹配	8
材料	3
对角加载	1
扫描链均衡	1
工序模型	2
调磁环	1
LCD驱动程序	1
灰色综合评判	1
Nios Ⅱ软核	1
MEMS陀螺	1
氧化剂浓度	1
微细电铸	1
上称重	2
固定输出	1
烧结温度	1
钛酸锶钡-氧化镁浆料	1
超分辨率	2
电压反馈	1
热管	1
AIN压电薄膜	1
主动淬灭	1
低频噪声	1
数据挖掘	1
四面体非晶碳薄膜	1
信息交互	1
样本选择	1
错误模式	1
氮化镓高电子迁移率晶体管(GaN HEMT)	5
圆极化	3
探测极限	1
304不锈钢	1
金属有机化学气相沉积(MOCVD)	3
循环冗余编码	1
加速度传感器	3
定理证明	1
拍频法	1
气象雷达	1
芯片剪切强度	1
自动测试设备	1
硬件开销	1
高度表激励源	1
高灵敏度	3
相干合成	2
联合战术信息分发系统(JTIDS)	1
中子辐射	1
金刚石	1
2mum激光	1
捕食搜索策略	1
矩形棱柱	1
超薄	1
数字量输入输出卡	1
低温	3
阻抗耦合	1
峰值温度	1
低温加工	1
损耗	2
热学分析	1
相位线性度	1
MARX电路	1
空间激光通信	1
镍纤维	1
双模式	1
GaAs PHE M低噪声放大器	1
晶体结构	1
三位置	1
转弯模型	1
硅通孔	2
外延	1
电场	1
自由空间光通信	1
长短码直扩信号	1
中间表示	1
抽取	1
介质加载	2
组件	1
观测矩阵	1
声表面波工艺	1
加速度计	3
TMS320DM6467T可编辑平台	1
Torus结构网络	1
过压/过流/过温保护	1
计量学	1
板梁组合结构	1
异构	1
硅基微机械陀螺	1
直流参数	1
分布式	1
天线副反射面调整	1
告警聚类	1
水合作用	1
隔热屏	1
可靠性建模	1
半球谐振陀螺	5
有限混合模型	1
CIFF单环正反馈	1
复用度量	1
工业设计	1
深空探测天线	1
导引头	1
产能评价	1
高性能	2
高亮度	1
量子密集编码	1
剥离工艺	1
智能微系统	1
跳频组件	1
衰减器	1
相空间重构	1
运动控制	1
浪涌电流	1
VHF频段	1
视场光阑	1
跳频	1
统计学方法	1
线性稳压器	1
主元分析法	1
加速退化试验	2
多芯片组件	1
声传感器	1
查询器	1
反演设计	1
帧转移	1
吸附	1
光学衰减	1
大功率行波管	1
本地电场模型	1
Ka频段	2
隐式差分格式	1
氧化铟锡(ITO)	1
前端面发射率	1
弹载传感	1
定期检修策略	1
数字调谐	1
在片测试结构	1
自相关	2
寿命试验	1
T型匹配网络	1
T 型栅	1
电学退化	1
应用	2
双包层光纤	1
发射功率	1
碳纳米管	2
热- 机耦合有限元	1
双场板(DFP)	1
SOI压力传感器	1
决策支持系统(DSS)	1
屏蔽腔	1
双晶体	1
氧化诱生	1
机器人辅助手术	1
热致非互易	1
低腐蚀隧道密度	1
插入损耗	5
斜坡电流	1
boot方法	1
直接内存存取	1
SiGe/Si异质结双极晶体管	1
高温电老炼	1
连续时间Sigma-Delta	1
分布反馈半导体激光器(DFB-LD)	1
热加工	1
推进载荷规划	1
合成孔径雷达图像去噪	1
Voronoi 图	1
宽边耦合线	1
X射线自由电子激光器	1
KD-tree剖分	1
轨道动力学模型	1
试验	1
SiO_2-TiO_2薄膜	1
数据链	1
血清蛋白质组学	1
横磁通永磁电机	1
半球发射率	1
石英	5
组合定位	3
特征提取	2
容错机制	1
伪随机码	1
方位估计	1
符号执行	1
瞬时对称分量法	1
杂质浓度	1
平滑转肩	1
点估计	1
水汽含量	1
数字衰减器	1
柔性光电印制电路板	1
红外隐身涂料	1
非接触IC卡	1
命中精度	1
子阵旋转	1
卫星通信	7
体系架构	1
三阶交调截取点	1
时钟抖动	1
盲源分离	1
失效率	1
频域反射	1
电感大小	1
邻域特性	1
声光可调滤光器(AOTF)近红外光谱仪	1
结深	1
协方差矩阵重构	1
电磁动平衡装置	1
InGaP / GaAs异质结双极晶体管(HBT)	1
混频	2
单粒子翻转	2
太赫兹	8
宽带调制	1
环路设计	1
自组网	1
光学透明	1
模糊函数	1
有限差分法	1
频率合成	1
离子注入	1
3D打印	2
衍射光学	1
目标优先级	1
激励源诱导故障测试	1
NLM-SSIM去噪	1
传输线	1
远程终端单元	1
遥测	1
电子政务	1
单片	2
热辐射	2
超宽带(UWB)	1
零输入态	1
大坝安全监控	1
多径	1
影子寄存器	1
数字电源	1
单功能集成电路	1
Ka 波段	1
氮化镓异质结	1
边界扫描	1
门延迟	1
等效反射率	1
